date_post;open_price
31/05/2012;152.029999
01/06/2012;155.410004
04/06/2012;157.259995
05/06/2012;156.919998
06/06/2012;158.899994
07/06/2012;157.820007
08/06/2012;153.020004
11/06/2012;154.830002
12/06/2012;155.490005
13/06/2012;157.610001
14/06/2012;157.639999
15/06/2012;157.75
18/06/2012;157.460007
19/06/2012;158
20/06/2012;156
21/06/2012;153.729996
22/06/2012;152.039993
25/06/2012;152.580002
26/06/2012;153.029999
27/06/2012;153.300003
28/06/2012;151.899994
29/06/2012;155.130005
02/07/2012;154.669998
03/07/2012;156.970001
05/07/2012;155.440002
06/07/2012;154.229996
09/07/2012;153.610001
10/07/2012;155.130005
11/07/2012;152.580002
12/07/2012;151.259995
13/07/2012;153.449997
16/07/2012;154.429993
17/07/2012;154.009995
18/07/2012;152.669998
19/07/2012;153.729996
20/07/2012;152.970001
23/07/2012;152.5
24/07/2012;153.630005
25/07/2012;155.330002
26/07/2012;156.699997
27/07/2012;157.639999
30/07/2012;156.839996
31/07/2012;157.600006
01/08/2012;155.179993
02/08/2012;154.660004
03/08/2012;154.649994
06/08/2012;155.919998
07/08/2012;156.369995
08/08/2012;156.490005
09/08/2012;156.360001
10/08/2012;156.899994
13/08/2012;157.050003
14/08/2012;155.059998
16/08/2012;155.850006
17/08/2012;157.059998
20/08/2012;156.520004
21/08/2012;158.809998
22/08/2012;159.190002
23/08/2012;161.410004
24/08/2012;161.869995
27/08/2012;161.770004
28/08/2012;161.630005
29/08/2012;161.600006
30/08/2012;161.259995
31/08/2012;161.139999
04/09/2012;164.110001
05/09/2012;164.119995
06/09/2012;165.160004
07/09/2012;167.770004
10/09/2012;167.839996
11/09/2012;168.220001
12/09/2012;168.839996
13/09/2012;167.869995
14/09/2012;171.889999
17/09/2012;171.770004
18/09/2012;170.809998
19/09/2012;171.880005
20/09/2012;171.029999
21/09/2012;172.929993
24/09/2012;170.630005
25/09/2012;171.759995
26/09/2012;169.460007
27/09/2012;171.020004
28/09/2012;172.029999
01/10/2012;172.830002
03/10/2012;172.509995
04/10/2012;173.199997
05/10/2012;172.869995
09/10/2012;171.860001
10/10/2012;170.539993
11/10/2012;171.300003
12/10/2012;171.149994
15/10/2012;169.009995
16/10/2012;168.869995
17/10/2012;169.210007
18/10/2012;168.800003
19/10/2012;168.419998
22/10/2012;167.080002
23/10/2012;166.039993
24/10/2012;165.779999
25/10/2012;166.289993
26/10/2012;166.229996
31/10/2012;166.470001
01/11/2012;167.020004
02/11/2012;164.449997
05/11/2012;163.119995
06/11/2012;163.910004
07/11/2012;166.869995
08/11/2012;166.139999
09/11/2012;168.210007
13/11/2012;166.660004
14/11/2012;167.460007
15/11/2012;167
16/11/2012;165.740005
19/11/2012;167.75
20/11/2012;167.75
21/11/2012;167.190002
23/11/2012;167.970001
26/11/2012;169.559998
27/11/2012;169.139999
28/11/2012;165.429993
29/11/2012;167.139999
30/11/2012;166.940002
03/12/2012;166.110001
04/12/2012;164.059998
05/12/2012;164.220001
06/12/2012;163.720001
07/12/2012;164.880005
10/12/2012;166.110001
11/12/2012;165.449997
12/12/2012;166.199997
13/12/2012;163.869995
14/12/2012;164.169998
17/12/2012;164.160004
18/12/2012;164.350006
19/12/2012;161.309998
20/12/2012;159.869995
21/12/2012;159.820007
24/12/2012;160.880005
26/12/2012;161.360001
27/12/2012;160.229996
28/12/2012;160.940002
31/12/2012;160.899994
02/01/2013;163.490005
03/01/2013;162.479996
04/01/2013;159.520004
07/01/2013;159.360001
08/01/2013;160.460007
09/01/2013;160.770004
10/01/2013;161.610001
11/01/2013;161.860001
14/01/2013;161.880005
15/01/2013;162.800003
16/01/2013;162.419998
17/01/2013;161.940002
18/01/2013;163.949997
22/01/2013;163.479996
23/01/2013;163.919998
24/01/2013;161.979996
25/01/2013;160.559998
28/01/2013;160.240005
29/01/2013;161.009995
30/01/2013;162.679993
31/01/2013;161.619995
01/02/2013;162.660004
04/02/2013;161.190002
05/02/2013;162.75
06/02/2013;162.130005
07/02/2013;161.240005
08/02/2013;161.460007
11/02/2013;159.779999
12/02/2013;159.350006
13/02/2013;159.600006
14/02/2013;159.309998
15/02/2013;156.419998
19/02/2013;155.800003
20/02/2013;153.899994
21/02/2013;152
22/02/2013;152.259995
25/02/2013;153.520004
26/02/2013;154.389999
27/02/2013;155.460007
28/02/2013;154.089996
01/03/2013;153.160004
04/03/2013;152.449997
05/03/2013;153.100006
06/03/2013;152.169998
07/03/2013;153.020004
08/03/2013;151.610001
11/03/2013;152.820007
12/03/2013;154.070007
13/03/2013;154.259995
14/03/2013;153.020004
15/03/2013;154.119995
18/03/2013;155.699997
19/03/2013;155.220001
20/03/2013;155.529999
21/03/2013;156.169998
22/03/2013;155.449997
25/03/2013;154.710007
26/03/2013;154.470001
27/03/2013;154.669998
28/03/2013;154.5
01/04/2013;154.570007
02/04/2013;153.089996
03/04/2013;152.020004
04/04/2013;149.649994
05/04/2013;151.539993
08/04/2013;152.389999
09/04/2013;152.320007
10/04/2013;152.669998
11/04/2013;150.759995
12/04/2013;148.649994
15/04/2013;136
01/05/2013;140.589996
02/05/2013;142
03/05/2013;141.699997
06/05/2013;142.330002
07/05/2013;140.380005
08/05/2013;141.779999
09/05/2013;141.330002
10/05/2013;138.220001
13/05/2013;138.460007
14/05/2013;137.949997
15/05/2013;136.589996
16/05/2013;133.179993
17/05/2013;133.169998
